Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1243965,-,-,-,40.73,-74.02,0,13,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,GHI,DNI,DHI,Relative Humidity,Wind Speed
2023,2,14,22,30,7.800000000000001,6,72,7,60.44,1.1
2023,2,14,23,30,7.6000000000000005,0,0,0,59.9,1.1
2023,2,15,0,30,6.6000000000000005,0,0,0,64.18,1.3
2023,2,15,1,30,5.1000000000000005,0,0,0,72.41,1.6
2023,2,15,2,30,4.1000000000000005,0,0,0,79.82000000000001,1.8
2023,2,15,3,30,3.8000000000000003,0,0,0,84.29,2
2023,2,15,4,30,3.7,0,0,0,86.79,2.1
2023,2,15,5,30,3.7,0,0,0,89.14,2.2
2023,2,15,6,30,3.8000000000000003,0,0,0,91.32000000000001,2.2
2023,2,15,7,30,3.8000000000000003,0,0,0,93.98,2.1
2023,2,15,8,30,3.7,0,0,0,96.60000000000001,2
2023,2,15,9,30,3.8000000000000003,0,0,0,98.26,2.2
2023,2,15,10,30,4.2,0,0,0,98.73,2.4000000000000004
2023,2,15,11,30,5,0,0,0,95.57000000000001,2.5
2023,2,15,12,30,6.4,37,4,37,89.44,3
2023,2,15,13,30,8,163,141,123,84.42,3.7
2023,2,15,14,30,9.8,334,397,166,79.55,4.3
2023,2,15,15,30,11.5,535,851,86,75.61,4.800000000000001
2023,2,15,16,30,12.8,612,916,75,74.60000000000001,4.9
2023,2,15,17,30,13.700000000000001,622,918,76,74.49,4.9
2023,2,15,18,30,14,573,902,74,74.88,4.7
2023,2,15,19,30,13.9,461,825,78,75.88,4.4
2023,2,15,20,30,13.100000000000001,272,444,123,80.27,4
2023,2,15,21,30,11.9,94,98,77,85.62,3.6
2023,2,15,22,30,11,4,0,4,87.82000000000001,3.4000000000000004
2023,2,15,23,30,10.700000000000001,0,0,0,89.32000000000001,3.1
2023,2,16,0,30,10.4,0,0,0,91.13,3
2023,2,16,1,30,10.5,0,0,0,90.34,3.2
2023,2,16,2,30,10.700000000000001,0,0,0,89.38,3.3000000000000003
2023,2,16,3,30,10.8,0,0,0,89.94,3.4000000000000004
2023,2,16,4,30,10.5,0,0,0,93.03,3.2
2023,2,16,5,30,10.200000000000001,0,0,0,95.91,2.9000000000000004
2023,2,16,6,30,9.9,0,0,0,98.73,2.6
2023,2,16,7,30,9.600000000000001,0,0,0,100,2.4000000000000004
2023,2,16,8,30,9.1,0,0,0,100,2.2
2023,2,16,9,30,8.8,0,0,0,100,1.9000000000000001
2023,2,16,10,30,8.4,0,0,0,100,1.7000000000000002
2023,2,16,11,30,8.700000000000001,0,0,0,97.79,1.4000000000000001
2023,2,16,12,30,10.100000000000001,63,52,57,89.42,1.2000000000000002
2023,2,16,13,30,11.8,183,152,139,83.27,1
2023,2,16,14,30,13.200000000000001,286,197,202,78.87,0.9
2023,2,16,15,30,14.4,370,249,237,73.44,0.9
2023,2,16,16,30,15.100000000000001,372,178,267,69.42,0.9
2023,2,16,17,30,15.600000000000001,200,23,186,67.35,1
2023,2,16,18,30,15.5,186,14,178,71.92,1
2023,2,16,19,30,15,32,0,32,78.44,1.2000000000000002
2023,2,16,20,30,13.5,12,0,12,88.2,1.7000000000000002
2023,2,16,21,30,11.700000000000001,16,0,16,96.68,1.9000000000000001
2023,2,16,22,30,10.8,1,0,1,98.06,2.1
2023,2,16,23,30,10.5,0,0,0,97.35000000000001,2.4000000000000004
2023,2,17,0,30,10.200000000000001,0,0,0,97.46000000000001,2.1
2023,2,17,1,30,10.100000000000001,0,0,0,96.73,2.1
2023,2,17,2,30,10.200000000000001,0,0,0,96.37,2.4000000000000004
2023,2,17,3,30,10.3,0,0,0,97.28,2.4000000000000004
2023,2,17,4,30,10.200000000000001,0,0,0,98.88,2.2
2023,2,17,5,30,10.100000000000001,0,0,0,99.69,2.3000000000000003
2023,2,17,6,30,10.3,0,0,0,98.8,2.7
2023,2,17,7,30,10.4,0,0,0,98.15,3.1
2023,2,17,8,30,10.4,0,0,0,98.09,3.2
2023,2,17,9,30,10.600000000000001,0,0,0,97.60000000000001,3.3000000000000003
2023,2,17,10,30,10.9,0,0,0,96.65,3.6
2023,2,17,11,30,11.5,0,0,0,94.96000000000001,4.1000000000000005
2023,2,17,12,30,12.3,11,0,11,94.69,4.3
2023,2,17,13,30,12.9,19,0,19,95.37,4.1000000000000005
2023,2,17,14,30,13.4,16,0,16,95.59,3.8000000000000003
2023,2,17,15,30,13.700000000000001,36,0,36,96.3,3.8000000000000003
2023,2,17,16,30,13.8,40,0,40,96.7,4.1000000000000005
2023,2,17,17,30,13.8,19,0,19,96.52,4.4
2023,2,17,18,30,12.8,83,5,80,100,4.5
2023,2,17,19,30,10.3,56,0,56,95,5
2023,2,17,20,30,7.6000000000000005,65,3,64,83.83,5.7
2023,2,17,21,30,5.5,41,34,35,78.16,5.9
2023,2,17,22,30,3.6,4,12,4,78.02,6
2023,2,17,23,30,1.8,0,0,0,75.88,6.2
2023,2,18,0,30,0.5,0,0,0,73.81,6
2023,2,18,1,30,-0.4,0,0,0,74.59,5.800000000000001
2023,2,18,2,30,-0.9,0,0,0,73.9,5.7
2023,2,18,3,30,-1.3,0,0,0,73.57000000000001,5.5
2023,2,18,4,30,-1.6,0,0,0,74.26,5.300000000000001
2023,2,18,5,30,-1.9000000000000001,0,0,0,75.25,5
2023,2,18,6,30,-2.1,0,0,0,75.63,4.7
2023,2,18,7,30,-2.4000000000000004,0,0,0,76.96000000000001,4.3
2023,2,18,8,30,-2.5,0,0,0,77.47,4
2023,2,18,9,30,-2.7,0,0,0,78.29,3.7
2023,2,18,10,30,-3,0,0,0,79.08,3.3000000000000003
2023,2,18,11,30,-2.7,0,0,0,77,3.2
2023,2,18,12,30,-1.6,105,564,35,70.7,3.3000000000000003
2023,2,18,13,30,-0.5,291,803,54,63.2,3.2
2023,2,18,14,30,0.7000000000000001,460,906,63,58.27,3
2023,2,18,15,30,2,586,956,67,53.97,2.8000000000000003
2023,2,18,16,30,3.2,654,971,71,50.96,2.7
2023,2,18,17,30,4.2,664,974,70,49.160000000000004,2.6
2023,2,18,18,30,4.9,608,950,69,48.96,2.5
2023,2,18,19,30,5.1000000000000005,498,908,64,50.980000000000004,2.6
2023,2,18,20,30,4.6000000000000005,342,824,55,56.68,2.6
2023,2,18,21,30,3,159,636,41,72.02,2.6
2023,2,18,22,30,1.8,11,112,10,76.43,2.8000000000000003
2023,2,18,23,30,1.6,0,0,0,77.07000000000001,3.1
2023,2,19,0,30,1.2000000000000002,0,0,0,79.53,3
2023,2,19,1,30,0.7000000000000001,0,0,0,82.15,2.9000000000000004
2023,2,19,2,30,0.4,0,0,0,84.09,2.9000000000000004
2023,2,19,3,30,0.1,0,0,0,86.88,2.9000000000000004
2023,2,19,4,30,-0.30000000000000004,0,0,0,90.84,2.8000000000000003
2023,2,19,5,30,-0.4,0,0,0,92.31,2.7
2023,2,19,6,30,-0.1,0,0,0,91.19,2.5
2023,2,19,7,30,0.1,0,0,0,91.14,2.2
2023,2,19,8,30,0.1,0,0,0,91.9,2
2023,2,19,9,30,0.1,0,0,0,92.32000000000001,1.7000000000000002
2023,2,19,10,30,0.30000000000000004,0,0,0,90.93,1.5
2023,2,19,11,30,0.9,0,0,0,88.2,1.6
2023,2,19,12,30,2,76,110,62,86.31,1.7000000000000002
2023,2,19,13,30,3.1,125,43,112,82.76,1.9000000000000001
2023,2,19,14,30,4.5,283,168,209,79.52,2.4000000000000004
2023,2,19,15,30,5.7,215,31,198,77.29,3
2023,2,19,16,30,6.7,303,78,256,76.33,3.6
2023,2,19,17,30,7.5,197,10,191,75.43,4
2023,2,19,18,30,8.1,343,174,243,74.51,4.4
2023,2,19,19,30,8,318,194,224,75.14,4.4
2023,2,19,20,30,7.4,202,125,158,79.10000000000001,4.2
2023,2,19,21,30,6.6000000000000005,96,51,86,85.10000000000001,3.8000000000000003
2023,2,19,22,30,5.9,3,0,3,89.75,3.2
2023,2,19,23,30,5.5,0,0,0,93.60000000000001,2.8000000000000003
2023,2,20,0,30,5.1000000000000005,0,0,0,97.71000000000001,2.7
2023,2,20,1,30,4.7,0,0,0,100,2.7
2023,2,20,2,30,4.7,0,0,0,100,3.2
2023,2,20,3,30,4.800000000000001,0,0,0,100,3.3000000000000003
2023,2,20,4,30,4.800000000000001,0,0,0,99.85000000000001,2.9000000000000004
2023,2,20,5,30,4.9,0,0,0,99.06,2.5
2023,2,20,6,30,5,0,0,0,99.08,2.2
2023,2,20,7,30,5.2,0,0,0,98.59,2
2023,2,20,8,30,5.2,0,0,0,99.41,1.8
2023,2,20,9,30,5.2,0,0,0,99.73,1.7000000000000002
2023,2,20,10,30,5.2,0,0,0,99.99000000000001,1.8
2023,2,20,11,30,5.5,0,0,0,98.35000000000001,1.9000000000000001
2023,2,20,12,30,6.2,37,1,37,95.71000000000001,2.1
2023,2,20,13,30,7,129,27,121,93.5,2.3000000000000003
2023,2,20,14,30,7.9,100,3,99,91.31,2.2
2023,2,20,15,30,9.1,127,3,125,87.10000000000001,2.2
2023,2,20,16,30,10.600000000000001,97,1,96,81.2,2.2
2023,2,20,17,30,12.100000000000001,333,176,224,74.61,2.4000000000000004
2023,2,20,18,30,13.100000000000001,594,884,84,69.31,2.5
2023,2,20,19,30,13.100000000000001,486,839,77,68.32000000000001,2.3000000000000003
2023,2,20,20,30,12.100000000000001,156,275,58,74.77,1.8
2023,2,20,21,30,10.3,148,452,61,86.88,1.5
2023,2,20,22,30,9.1,8,22,8,87.68,1.5
2023,2,20,23,30,8.5,0,0,0,89.5,1.3
2023,2,21,0,30,8,0,0,0,89.04,1.2000000000000002
2023,2,21,1,30,7.7,0,0,0,88.87,1.1
2023,2,21,2,30,7.4,0,0,0,89.09,1
2023,2,21,3,30,7,0,0,0,91,1.2000000000000002
2023,2,21,4,30,6.4,0,0,0,93.34,1.9000000000000001
2023,2,21,5,30,5.5,0,0,0,96.03,2.9000000000000004
2023,2,21,6,30,4.1000000000000005,0,0,0,98.41,3.7
2023,2,21,7,30,2.8000000000000003,0,0,0,96.33,4.1000000000000005
2023,2,21,8,30,2.2,0,0,0,94.78,4.2
2023,2,21,9,30,1.8,0,0,0,95.14,4.1000000000000005
2023,2,21,10,30,1.7000000000000002,0,0,0,94.84,3.6
2023,2,21,11,30,2,0,0,0,93.01,3.2
2023,2,21,12,30,2.8000000000000003,13,0,13,89.57000000000001,2.8000000000000003
2023,2,21,13,30,4,42,0,42,84.5,2.4000000000000004
2023,2,21,14,30,5.2,84,56,59,79.8,1.7000000000000002
2023,2,21,15,30,6,135,6,132,77.10000000000001,1
2023,2,21,16,30,6.4,178,8,173,76.82000000000001,0.7000000000000001
2023,2,21,17,30,6.9,413,433,143,76.24,1.1
2023,2,21,18,30,7.300000000000001,104,0,104,77.31,1.8
2023,2,21,19,30,7.300000000000001,261,317,105,81.25,2
2023,2,21,20,30,7.4,88,9,85,85.02,2
2023,2,21,21,30,7.2,108,371,35,89.52,1.8
2023,2,21,22,30,6.9,8,36,7,89.29,1.8
2023,2,21,23,30,6.5,0,0,0,88.93,2.1
2023,2,22,0,30,5.9,0,0,0,88.33,2.4000000000000004
2023,2,22,1,30,4.800000000000001,0,0,0,89.67,2.7
2023,2,22,2,30,3.5,0,0,0,92.55,2.8000000000000003
2023,2,22,3,30,2.6,0,0,0,93.44,2.8000000000000003
2023,2,22,4,30,1.8,0,0,0,94.38,2.7
2023,2,22,5,30,1,0,0,0,94.25,2.6
2023,2,22,6,30,0.30000000000000004,0,0,0,91.59,2.4000000000000004
2023,2,22,7,30,-0.1,0,0,0,88.87,2.2
2023,2,22,8,30,-0.30000000000000004,0,0,0,87.18,2
2023,2,22,9,30,-0.4,0,0,0,86.48,1.8
2023,2,22,10,30,-0.5,0,0,0,86.57000000000001,1.7000000000000002
2023,2,22,11,30,0.6000000000000001,0,0,0,79.89,1.6
2023,2,22,12,30,2.5,73,31,69,76.62,1.5
2023,2,22,13,30,4.3,218,266,134,68.57000000000001,1.5
2023,2,22,14,30,5.6000000000000005,208,68,177,59.89,0.9
2023,2,22,15,30,5.800000000000001,173,9,168,56.51,0.5
2023,2,22,16,30,5.800000000000001,153,3,151,58.88,0.7000000000000001
2023,2,22,17,30,6,88,0,88,58.25,0.5
2023,2,22,18,30,6.2,150,8,145,58.22,0.8
2023,2,22,19,30,5.9,57,0,57,63.34,1.2000000000000002
2023,2,22,20,30,5,57,1,57,72.33,1.5
2023,2,22,21,30,3.9000000000000004,10,0,10,82.61,1.9000000000000001
2023,2,22,22,30,3.2,3,0,3,87.62,2.5
2023,2,22,23,30,3,0,0,0,89.92,2.8000000000000003
2023,2,23,0,30,2.9000000000000004,0,0,0,91.25,3
2023,2,23,1,30,2.8000000000000003,0,0,0,92.33,3.3000000000000003
2023,2,23,2,30,2.7,0,0,0,93.45,3.5
2023,2,23,3,30,2.8000000000000003,0,0,0,93.38,3.7
2023,2,23,4,30,2.9000000000000004,0,0,0,93.9,3.6
2023,2,23,5,30,3.1,0,0,0,93.81,3.4000000000000004
2023,2,23,6,30,3.2,0,0,0,94.46000000000001,3
2023,2,23,7,30,3.4000000000000004,0,0,0,94.65,2.2
2023,2,23,8,30,3.7,0,0,0,94.57000000000001,1.2000000000000002
2023,2,23,9,30,3.8000000000000003,0,0,0,95.77,0.9
2023,2,23,10,30,3.7,0,0,0,96.96000000000001,1.1
2023,2,23,11,30,3.9000000000000004,0,0,0,95.2,1.3
2023,2,23,12,30,4.3,62,167,37,93.78,1.4000000000000001
2023,2,23,13,30,4.7,131,224,59,92.60000000000001,1.6
2023,2,23,14,30,5,86,47,64,92.15,1.7000000000000002
2023,2,23,15,30,5.1000000000000005,128,49,100,91.98,1.6
2023,2,23,16,30,5.300000000000001,123,0,123,90.89,1.4000000000000001
2023,2,23,17,30,5.7,91,0,91,89.55,1.1
2023,2,23,18,30,6.1000000000000005,175,111,109,89.4,1
2023,2,23,19,30,6.300000000000001,263,310,108,90.79,1
2023,2,23,20,30,6,129,127,82,94.02,1.5
2023,2,23,21,30,5.300000000000001,156,391,76,97.44,2
2023,2,23,22,30,4.7,14,42,13,97.19,2.5
2023,2,23,23,30,4.5,0,0,0,95.54,2.7
2023,2,24,0,30,4.6000000000000005,0,0,0,94.54,2.8000000000000003
2023,2,24,1,30,4.9,0,0,0,93.98,2.9000000000000004
2023,2,24,2,30,5.2,0,0,0,94.53,3
2023,2,24,3,30,5.5,0,0,0,95.41,2.9000000000000004
2023,2,24,4,30,5.6000000000000005,0,0,0,96.94,2.7
2023,2,24,5,30,5.5,0,0,0,98.67,2.6
2023,2,24,6,30,5.300000000000001,0,0,0,99.33,2.3000000000000003
2023,2,24,7,30,5,0,0,0,100,2.4000000000000004
2023,2,24,8,30,4.5,0,0,0,100,2.6
2023,2,24,9,30,3.8000000000000003,0,0,0,100,2.7
2023,2,24,10,30,3.3000000000000003,0,0,0,98.8,2.8000000000000003
2023,2,24,11,30,3.5,0,0,0,92.5,3
2023,2,24,12,30,4.5,116,404,54,85.9,3.9000000000000004
2023,2,24,13,30,5.2,46,0,46,76.15,5.1000000000000005
2023,2,24,14,30,5.4,206,45,185,65.2,5.9
2023,2,24,15,30,5.1000000000000005,245,72,204,61.25,6.4
2023,2,24,16,30,4.5,536,473,238,58.43,6.7
2023,2,24,17,30,3.9000000000000004,501,430,226,55.38,6.800000000000001
2023,2,24,18,30,3.4000000000000004,520,565,183,53.81,6.4
2023,2,24,19,30,3,540,932,69,53.82,5.9
2023,2,24,20,30,2.3000000000000003,379,854,60,56.22,5.300000000000001
2023,2,24,21,30,1.1,190,687,46,60.77,4.6000000000000005
2023,2,24,22,30,-0.2,21,184,16,67,4.1000000000000005
2023,2,24,23,30,-1.2000000000000002,0,0,0,71.4,4
2023,2,25,0,30,-2.1,0,0,0,73.87,4
2023,2,25,1,30,-2.8000000000000003,0,0,0,74.87,3.9000000000000004
2023,2,25,2,30,-3.3000000000000003,0,0,0,74.94,3.7
2023,2,25,3,30,-3.8000000000000003,0,0,0,75.7,3.5
2023,2,25,4,30,-4.1000000000000005,0,0,0,76.05,3.3000000000000003
2023,2,25,5,30,-4.3,0,0,0,76.39,3.1
2023,2,25,6,30,-4.5,0,0,0,77.01,2.9000000000000004
2023,2,25,7,30,-4.6000000000000005,0,0,0,77.23,2.7
2023,2,25,8,30,-4.5,0,0,0,76.67,2.6
2023,2,25,9,30,-4.3,0,0,0,74,2.5
2023,2,25,10,30,-4.3,0,0,0,71.29,2.3000000000000003
2023,2,25,11,30,-4,1,0,1,67.95,2.1
2023,2,25,12,30,-3.4000000000000004,53,6,52,62.61,1.8
2023,2,25,13,30,-2.9000000000000004,150,52,133,60.050000000000004,1.8
2023,2,25,14,30,-2.4000000000000004,136,7,133,60.09,1.9000000000000001
2023,2,25,15,30,-2,111,0,111,61.31,1.7000000000000002
2023,2,25,16,30,-1.7000000000000002,216,8,211,62.34,1.4000000000000001
2023,2,25,17,30,-1.4000000000000001,158,3,156,63.32,1.5
2023,2,25,18,30,-1.1,302,61,265,65.85,1.9000000000000001
2023,2,25,19,30,-0.7000000000000001,281,77,242,68.1,2
2023,2,25,20,30,-0.5,192,59,170,70.96000000000001,1.8
2023,2,25,21,30,-0.8,103,26,97,76.68,1.4000000000000001
2023,2,25,22,30,-1.2000000000000002,7,0,7,81.75,1
2023,2,25,23,30,-1.2000000000000002,0,0,0,81.67,0.9
2023,2,26,0,30,-1.2000000000000002,0,0,0,81.28,0.9
2023,2,26,1,30,-1.3,0,0,0,81.85000000000001,1
2023,2,26,2,30,-1.4000000000000001,0,0,0,82.86,1.1
2023,2,26,3,30,-1.6,0,0,0,84.7,1.2000000000000002
2023,2,26,4,30,-1.7000000000000002,0,0,0,85.96000000000001,1.2000000000000002
2023,2,26,5,30,-1.8,0,0,0,86.68,1.1
2023,2,26,6,30,-1.9000000000000001,0,0,0,86.88,1
2023,2,26,7,30,-2,0,0,0,86.94,0.9
2023,2,26,8,30,-2,0,0,0,87.4,1
2023,2,26,9,30,-1.9000000000000001,0,0,0,88.06,1.3
2023,2,26,10,30,-1.7000000000000002,0,0,0,88.82000000000001,1.6
2023,2,26,11,30,-0.8,1,0,1,85.39,2.1
2023,2,26,12,30,0.5,88,113,70,82.8,2.9000000000000004
2023,2,26,13,30,1.8,160,140,113,80.24,3.6
2023,2,26,14,30,2.8000000000000003,154,4,152,79.19,4.1000000000000005
2023,2,26,15,30,3.7,81,0,81,78.04,4.5
2023,2,26,16,30,4.800000000000001,107,0,107,76.23,4.7
2023,2,26,17,30,6,121,0,121,74.08,4.6000000000000005
2023,2,26,18,30,6.9,604,768,139,73.05,4.3
2023,2,26,19,30,7.300000000000001,515,801,103,74.01,3.7
2023,2,26,20,30,7,365,750,78,78.2,3.1
2023,2,26,21,30,5.7,185,610,52,85.35000000000001,2.8000000000000003
2023,2,26,22,30,4.5,24,183,18,87,2.9000000000000004
2023,2,26,23,30,3.8000000000000003,0,0,0,87.74,3.1
2023,2,27,0,30,2.9000000000000004,0,0,0,89.48,3.3000000000000003
2023,2,27,1,30,2,0,0,0,91.53,3.4000000000000004
2023,2,27,2,30,1.1,0,0,0,93.63,3.2
2023,2,27,3,30,0.4,0,0,0,94.25,2.8000000000000003
2023,2,27,4,30,-0.1,0,0,0,94.04,2.4000000000000004
2023,2,27,5,30,-0.30000000000000004,0,0,0,93.14,2.2
2023,2,27,6,30,-0.5,0,0,0,93.02,2.4000000000000004
2023,2,27,7,30,-0.6000000000000001,0,0,0,91.34,2.6
2023,2,27,8,30,-0.9,0,0,0,91.21000000000001,2.7
2023,2,27,9,30,-1.2000000000000002,0,0,0,90.33,2.6
2023,2,27,10,30,-1.3,0,0,0,87.14,2.3000000000000003
2023,2,27,11,30,-0.4,2,0,2,80.17,2.2
2023,2,27,12,30,1.3,96,98,80,71.94,2.3000000000000003
2023,2,27,13,30,2.5,193,147,143,60.26,2.1
2023,2,27,14,30,3.5,399,447,183,53.89,1.6
2023,2,27,15,30,4.4,519,498,226,48.86,1.2000000000000002
2023,2,27,16,30,5.2,538,417,269,45.42,1
2023,2,27,17,30,5.7,636,655,208,44.86,1.3
2023,2,27,18,30,5.7,538,578,185,47.25,1.8
2023,2,27,19,30,5,353,230,234,52.93,2.5
2023,2,27,20,30,3.9000000000000004,269,296,155,62.08,3.1
2023,2,27,21,30,2.5,55,9,53,72.45,3.2
2023,2,27,22,30,1.6,7,0,7,78.39,3.1
2023,2,27,23,30,1.2000000000000002,0,0,0,83.08,3.8000000000000003
2023,2,28,0,30,1.1,0,0,0,86.62,4.4
2023,2,28,1,30,1.3,0,0,0,88.23,4.6000000000000005
2023,2,28,2,30,1.4000000000000001,0,0,0,91.11,4.5
2023,2,28,3,30,1.5,0,0,0,93.52,4.6000000000000005
2023,2,28,4,30,1.7000000000000002,0,0,0,94.69,5.300000000000001
2023,2,28,5,30,1.7000000000000002,0,0,0,96.68,5.4
2023,2,28,6,30,1.5,0,0,0,96.84,4.9
2023,2,28,7,30,1.3,0,0,0,96.2,4.7
2023,2,28,8,30,1.2000000000000002,0,0,0,96.48,4.7
2023,2,28,9,30,1.1,0,0,0,96.71000000000001,4.6000000000000005
2023,2,28,10,30,0.9,0,0,0,96.56,4.4
2023,2,28,11,30,0.9,5,19,5,95.10000000000001,4.4
2023,2,28,12,30,1.3,85,257,41,92.56,4.3
2023,2,28,13,30,1.8,36,0,36,90.92,4.1000000000000005
2023,2,28,14,30,2.4000000000000004,88,0,88,89.3,3.8000000000000003
2023,2,28,15,30,2.9000000000000004,112,0,112,88.03,3.2
2023,2,28,16,30,3.4000000000000004,128,0,128,86.58,2.4000000000000004
2023,2,28,17,30,3.9000000000000004,185,0,185,84.67,1.7000000000000002
2023,2,28,18,30,4.1000000000000005,155,0,155,84.15,1.3
2023,2,28,19,30,4,187,0,187,85.57000000000001,1.5
2023,2,28,20,30,3.7,75,0,75,88.03,2
2023,2,28,21,30,2.5,32,0,32,96.61,2.1
2023,2,28,22,30,0.9,27,131,21,100,2.1
2023,2,28,23,30,-0.1,0,0,0,100,2.2
2023,3,1,0,30,-0.4,0,0,0,100,2.3000000000000003
2023,3,1,1,30,-0.6000000000000001,0,0,0,100,2.3000000000000003
2023,3,1,2,30,-0.7000000000000001,0,0,0,100,2.4000000000000004
2023,3,1,3,30,-0.8,0,0,0,100,2.6
2023,3,1,4,30,-1.2000000000000002,0,0,0,100,2.7
2023,3,1,5,30,-1.5,0,0,0,99.66,2.6
2023,3,1,6,30,-1.5,0,0,0,96.13,2.5
2023,3,1,7,30,-1.2000000000000002,0,0,0,92.88,2.4000000000000004
2023,3,1,8,30,-0.8,0,0,0,90.97,2.4000000000000004
2023,3,1,9,30,-0.8,0,0,0,91.85000000000001,2.3000000000000003
2023,3,1,10,30,-1.1,0,0,0,92.8,2.3000000000000003
2023,3,1,11,30,-0.30000000000000004,6,51,7,86.07000000000001,2.5
2023,3,1,12,30,1.6,118,99,100,81.27,2.7
2023,3,1,13,30,3.2,312,451,154,75.8,2.6
2023,3,1,14,30,4.3,492,652,170,68.55,2.5
2023,3,1,15,30,5.1000000000000005,665,952,96,64.24,2.5
2023,3,1,16,30,5.7,493,73,445,63.550000000000004,2.7
2023,3,1,17,30,6.1000000000000005,355,23,340,64.46000000000001,3
2023,3,1,18,30,6.2,451,109,383,66.95,3.2
2023,3,1,19,30,6.1000000000000005,308,58,277,70.92,3.1
2023,3,1,20,30,5.7,88,0,88,77.07000000000001,2.7
2023,3,1,21,30,4.5,18,0,18,87.94,2.1
2023,3,1,22,30,3.3000000000000003,28,150,21,94.19,1.7000000000000002
2023,3,1,23,30,3,0,0,0,96.83,1.5
2023,3,2,0,30,2.9000000000000004,0,0,0,99.01,1.4000000000000001
2023,3,2,1,30,2.9000000000000004,0,0,0,100,1.3
2023,3,2,2,30,3,0,0,0,100,1.1
2023,3,2,3,30,3.3000000000000003,0,0,0,100,0.9
2023,3,2,4,30,3.6,0,0,0,100,0.9
2023,3,2,5,30,3.8000000000000003,0,0,0,100,1
2023,3,2,6,30,4.1000000000000005,0,0,0,100,1
2023,3,2,7,30,4.3,0,0,0,100,1.1
2023,3,2,8,30,4.4,0,0,0,100,1.2000000000000002
2023,3,2,9,30,4.6000000000000005,0,0,0,100,0.9
2023,3,2,10,30,4.7,0,0,0,100,0.7000000000000001
2023,3,2,11,30,4.7,2,0,2,100,0.8
2023,3,2,12,30,4.9,12,0,12,98.37,1.2000000000000002
2023,3,2,13,30,5.300000000000001,29,0,29,96.36,1.8
2023,3,2,14,30,5.9,150,4,148,93.67,2.1
2023,3,2,15,30,7.1000000000000005,226,7,222,89.87,2.3000000000000003
2023,3,2,16,30,8.700000000000001,315,16,304,84.95,2.6
2023,3,2,17,30,10.100000000000001,521,175,404,78.78,2.8000000000000003
2023,3,2,18,30,10.600000000000001,465,146,374,73.47,3
2023,3,2,19,30,10.100000000000001,360,86,314,69.67,3.3000000000000003
2023,3,2,20,30,9,215,26,205,70.60000000000001,3.5
2023,3,2,21,30,7.6000000000000005,113,66,98,76.60000000000001,3.3000000000000003
2023,3,2,22,30,6.2,22,2,22,82.4,3.3000000000000003
2023,3,2,23,30,5.300000000000001,0,0,0,84.42,3.6
2023,3,3,0,30,4.3,0,0,0,86.47,3.8000000000000003
2023,3,3,1,30,3.4000000000000004,0,0,0,86.82000000000001,3.9000000000000004
2023,3,3,2,30,2.4000000000000004,0,0,0,87.01,3.5
2023,3,3,3,30,1.7000000000000002,0,0,0,87.48,3.1
2023,3,3,4,30,1,0,0,0,89.47,2.7
2023,3,3,5,30,0.5,0,0,0,90.64,2.3000000000000003
2023,3,3,6,30,0,0,0,0,92.57000000000001,2.1
2023,3,3,7,30,-0.7000000000000001,0,0,0,94.42,2.1
2023,3,3,8,30,-0.9,0,0,0,94.56,2.2
2023,3,3,9,30,-1.1,0,0,0,94.60000000000001,2.1
2023,3,3,10,30,-0.9,0,0,0,91.29,1.9000000000000001
2023,3,3,11,30,0.6000000000000001,10,101,10,81.13,1.8
2023,3,3,12,30,3,148,502,54,73.98,1.8
2023,3,3,13,30,4.5,161,39,147,61.96,1.8
2023,3,3,14,30,5.2,331,183,239,55.69,2
2023,3,3,15,30,5.7,497,429,236,54.31,2.3000000000000003
2023,3,3,16,30,6.4,504,328,286,53.53,2.4000000000000004
2023,3,3,17,30,6.7,389,106,318,53.99,2.3000000000000003
2023,3,3,18,30,6.4,268,35,246,57.050000000000004,2.5
2023,3,3,19,30,5.9,166,13,159,61.77,2.9000000000000004
2023,3,3,20,30,5.2,53,0,53,68.15,3
2023,3,3,21,30,4.3,50,6,49,76.69,3
2023,3,3,22,30,3.8000000000000003,7,0,7,80.84,3.4000000000000004
